期号,日期,中奖号码 1,2,3,4,5,超級球,上期出现号码,小,大,单数,双数,1-10,11-20,21-30,31-40,41-50,51-60,61-70,71-80,一奖 中奖注数,一奖 每注奖金,二奖 中奖注数,二奖 每注奖金,三奖 中奖注数,三奖 每注奖金,四奖 中奖注数,四奖 每注奖金,五奖 中奖注数,五奖 每注奖金,六奖 中奖注数,六奖 每注奖金,七奖 中奖注数,七奖 每注奖金,八奖 中奖注数,八奖 每注奖金,九奖 中奖注数,九奖 每注奖金
6/24/2016,2016-06-24,11,14,54,57,63,11,,2,3,3,2,0,2,0,0,0,2,1,0,0,0.00,4,1000000.00,79,5000.00,974,500.00,4851,50.00,66047,5.00,115690,5.00,989889,2.00,2593970,1.00
6/21/2016,2016-06-21,6,13,21,49,50,10,,3,2,3,2,1,1,1,0,2,0,0,0,0,0.00,2,1000000.00,64,5000.00,1019,500.00,4846,50.00,68737,5.00,109190,5.00,898081,2.00,2315817,1.00
6/17/2016,2016-06-17,20,23,30,44,59,9,,3,2,2,3,0,1,2,0,1,1,0,0,0,0.00,3,1000000.00,65,5000.00,773,500.00,4103,50.00,51664,5.00,85894,5.00,710225,2.00,1850429,1.00
6/14/2016,2016-06-14,36,37,38,52,62,6,,2,3,1,4,0,0,0,3,0,1,1,0,0,0.00,1,1000000.00,60,5000.00,662,500.00,3304,50.00,45869,5.00,75568,5.00,648058,2.00,1781080,1.00
6/10/2016,2016-06-10,34,61,66,67,68,7,,1,4,2,3,0,0,0,1,0,0,4,0,0,0.00,3,1000000.00,47,5000.00,586,500.00,2958,50.00,41169,5.00,69465,5.00,616365,2.00,1860563,1.00
6/7/2016,2016-06-07,25,48,51,65,72,4,65,1,4,3,2,0,0,1,0,1,1,1,1,0,0.00,2,1000000.00,37,5000.00,538,500.00,2920,50.00,40989,5.00,67116,5.00,582126,2.00,1611390,1.00
6/3/2016,2016-06-03,32,54,65,66,71,10,,1,4,2,3,0,0,0,1,0,1,2,1,0,0.00,1,1000000.00,38,5000.00,570,500.00,2857,50.00,39188,5.00,65067,5.00,566058,2.00,1647744,1.00
5/31/2016,2016-05-31,9,31,34,41,49,8,41,3,2,4,1,1,0,0,2,2,0,0,0,0,0.00,2,1000000.00,29,5000.00,588,500.00,2696,50.00,38332,5.00,62273,5.00,525892,2.00,1371112,1.00
5/27/2016,2016-05-27,18,41,50,68,70,9,"50,70",1,4,1,4,0,1,0,0,2,0,2,0,0,0.00,2,1000000.00,45,5000.00,535,500.00,2570,50.00,35300,5.00,60197,5.00,529072,2.00,1466970,1.00
5/24/2016,2016-05-24,11,50,51,70,75,15,,1,4,3,2,0,1,0,0,1,1,1,1,0,0.00,2,1000000.00,28,5000.00,501,500.00,2661,50.00,34950,5.00,58695,5.00,517452,2.00,1407951,1.00
5/20/2016,2016-05-20,19,24,26,40,68,8,24,3,2,1,4,0,1,2,1,0,0,1,0,0,0.00,2,1000000.00,36,5000.00,486,500.00,2621,50.00,35602,5.00,59835,5.00,487290,2.00,1244717,1.00
5/17/2016,2016-05-17,17,24,27,48,75,6,,3,2,3,2,0,1,2,0,1,0,0,1,0,0.00,3,1000000.00,26,5000.00,456,500.00,2324,50.00,33806,5.00,53927,5.00,441122,2.00,1140950,1.00
5/13/2016,2016-05-13,20,21,38,54,66,7,,2,3,1,4,0,1,1,1,0,1,1,0,0,0.00,3,1000000.00,22,5000.00,434,500.00,2226,50.00,29910,5.00,53744,5.00,472663,2.00,1246015,1.00
5/10/2016,2016-05-10,12,22,46,56,74,4,,2,3,0,5,0,1,1,0,1,1,0,1,0,0.00,2,1000000.00,20,5000.00,379,500.00,2029,50.00,28283,5.00,48278,5.00,411293,2.00,1086115,1.00
5/6/2016,2016-05-06,14,26,27,32,36,7,36,5,0,1,4,0,1,2,2,0,0,0,0,0,0.00,1,1000000.00,46,5000.00,500,500.00,2792,50.00,33241,5.00,58287,5.00,466038,2.00,1162783,1.00
5/3/2016,2016-05-03,28,29,33,36,45,15,,4,1,3,2,0,0,2,2,1,0,0,0,0,0.00,2,1000000.00,28,5000.00,459,500.00,2043,50.00,28110,5.00,47546,5.00,387553,2.00,998878,1.00
4/29/2016,2016-04-29,5,6,37,55,74,10,,3,2,3,2,2,0,0,1,0,1,0,1,0,0.00,0,0.00,21,5000.00,318,500.00,1658,50.00,23418,5.00,41107,5.00,352264,2.00,908520,1.00
4/26/2016,2016-04-26,14,16,17,28,48,2,,4,1,1,4,0,3,1,0,1,0,0,0,0,0.00,1,1000000.00,29,5000.00,449,500.00,1892,50.00,27906,5.00,39397,5.00,311046,2.00,779187,1.00
4/22/2016,2016-04-22,2,19,21,42,60,13,,3,2,2,3,1,1,1,0,1,1,0,0,0,0.00,2,1000000.00,25,5000.00,337,500.00,1830,50.00,24461,5.00,39987,5.00,321224,2.00,800843,1.00
4/19/2016,2016-04-19,9,28,40,57,65,2,9,2,3,3,2,1,0,1,1,0,1,1,0,0,0.00,1,1000000.00,20,5000.00,278,500.00,1275,50.00,18808,5.00,30758,5.00,266922,2.00,702912,1.00
4/15/2016,2016-04-15,9,10,34,37,73,9,,4,1,3,2,2,0,0,2,0,0,0,1,0,0.00,1,1000000.00,23,5000.00,263,500.00,1527,50.00,20589,5.00,36444,5.00,308467,2.00,773471,1.00
4/12/2016,2016-04-12,7,11,59,62,63,3,,2,3,4,1,1,1,0,0,0,1,2,0,0,0.00,0,0.00,16,5000.00,255,500.00,1330,50.00,18337,5.00,34334,5.00,280174,2.00,717248,1.00
4/8/2016,2016-04-08,31,38,52,65,71,15,52,1,4,3,2,0,0,0,2,0,1,1,1,0,0.00,0,0.00,14,5000.00,213,500.00,993,50.00,14592,5.00,24844,5.00,224693,2.00,659187,1.00
4/5/2016,2016-04-05,13,45,52,53,57,10,,1,4,4,1,0,1,0,0,1,3,0,0,0,0.00,0,0.00,12,5000.00,238,500.00,1259,50.00,17150,5.00,29187,5.00,255443,2.00,713103,1.00
4/1/2016,2016-04-01,25,28,33,41,69,6,33,3,2,4,1,0,0,2,1,1,0,1,0,0,0.00,1,1000000.00,27,5000.00,261,500.00,1351,50.00,19430,5.00,30942,5.00,265922,2.00,699775,1.00
3/29/2016,2016-03-29,33,38,40,46,49,15,46,1,4,2,3,0,0,0,3,2,0,0,0,0,0.00,0,0.00,16,5000.00,249,500.00,1251,50.00,16964,5.00,28829,5.00,247492,2.00,698941,1.00
3/25/2016,2016-03-25,4,11,12,35,46,12,,4,1,2,3,1,2,0,1,1,0,0,0,0,0.00,0,0.00,26,5000.00,373,500.00,1770,50.00,24835,5.00,37499,5.00,275751,2.00,646913,1.00
3/22/2016,2016-03-22,6,19,34,38,70,5,,3,2,1,4,1,1,0,2,0,0,1,0,0,0.00,1,1000000.00,18,5000.00,257,500.00,1229,50.00,18422,5.00,30229,5.00,253940,2.00,653575,1.00
3/18/2016,2016-03-18,5,8,57,59,73,13,,2,3,4,1,2,0,0,0,0,2,0,1,0,0.00,0,0.00,17,5000.00,217,500.00,1246,50.00,16247,5.00,30244,5.00,259007,2.00,681938,1.00
3/15/2016,2016-03-15,18,26,30,44,68,7,18,3,2,0,5,0,1,2,0,1,0,1,0,0,0.00,1,1000000.00,12,5000.00,225,500.00,1454,50.00,17927,5.00,32591,5.00,272524,2.00,717825,1.00
3/11/2016,2016-03-11,14,18,48,54,71,13,54,2,3,1,4,0,2,0,0,1,1,0,1,0,0.00,1,1000000.00,15,5000.00,237,500.00,1192,50.00,16741,5.00,28945,5.00,251215,2.00,696694,1.00
3/8/2016,2016-03-08,27,37,54,66,69,5,,2,3,3,2,0,0,1,1,0,1,2,0,1,157000000.00,2,1000000.00,25,5000.00,381,500.00,1914,50.00,26688,5.00,45120,5.00,393960,2.00,1103980,1.00
3/4/2016,2016-03-04,21,26,33,48,73,14,33,3,2,3,2,0,0,2,1,1,0,0,1,0,0.00,1,1000000.00,29,5000.00,356,500.00,1901,50.00,27062,5.00,43517,5.00,372578,2.00,980374,1.00
3/1/2016,2016-03-01,1,29,33,34,55,6,,4,1,4,1,1,0,1,2,0,1,0,0,0,0.00,4,1000000.00,28,5000.00,332,500.00,1853,50.00,26540,5.00,42475,5.00,357223,2.00,917623,1.00
2/26/2016,2016-02-26,3,15,19,62,74,14,,3,2,3,2,1,2,0,0,0,0,1,1,0,0.00,0,0.00,24,5000.00,320,500.00,1686,50.00,25359,5.00,40120,5.00,336992,2.00,872287,1.00
2/23/2016,2016-02-23,16,32,39,53,57,10,,2,3,3,2,0,1,0,2,0,2,0,0,0,0.00,1,1000000.00,21,5000.00,372,500.00,1763,50.00,24097,5.00,38942,5.00,333407,2.00,914112,1.00
2/19/2016,2016-02-19,2,27,41,50,75,4,,2,3,3,2,1,0,1,0,2,0,0,1,0,0.00,0,0.00,19,5000.00,352,500.00,1610,50.00,23244,5.00,38642,5.00,333812,2.00,890134,1.00
2/16/2016,2016-02-16,9,31,33,46,64,4,,3,2,3,2,1,0,0,2,1,0,1,0,0,0.00,1,1000000.00,17,5000.00,69,500.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
2/12/2016,2016-02-12,1,7,44,68,73,1,,2,3,3,2,2,0,0,0,1,0,1,1,0,0.00,0,0.00,22,5000.00,285,500.00,1382,50.00,20433,5.00,33652,5.00,283658,2.00,729647,1.00
2/9/2016,2016-02-09,3,42,46,56,71,13,,1,4,2,3,1,0,0,0,2,1,0,1,0,0.00,2,1000000.00,14,5000.00,269,500.00,1347,50.00,19098,5.00,33017,5.00,298978,2.00,803408,1.00
2/5/2016,2016-02-05,4,6,23,55,75,2,,3,2,3,2,2,0,1,0,0,1,0,1,0,0.00,0,0.00,18,5000.00,312,500.00,1504,50.00,23147,5.00,35433,5.00,289244,2.00,735040,1.00
2/2/2016,2016-02-02,7,13,25,51,70,9,51,3,2,4,1,1,1,1,0,0,1,1,0,0,0.00,0,0.00,15,5000.00,287,500.00,1569,50.00,20789,5.00,896,5.00,0,0.00,0,0.00
1/29/2016,2016-01-29,20,28,49,51,52,6,,2,3,2,3,0,1,1,0,1,2,0,0,0,0.00,1,1000000.00,46,5000.00,421,500.00,1483,50.00,20805,5.00,33285,5.00,284564,2.00,759703,1.00
1/26/2016,2016-01-26,14,27,39,50,69,2,,2,3,3,2,0,1,1,1,1,0,1,0,0,0.00,1,1000000.00,17,5000.00,229,500.00,1113,50.00,16081,5.00,24916,5.00,48945,2.00,0,0.00
1/22/2016,2016-01-22,21,25,40,46,56,3,,2,3,2,3,0,0,2,1,1,1,0,0,0,0.00,0,0.00,14,5000.00,270,500.00,1217,50.00,17011,5.00,28415,5.00,246582,2.00,644754,1.00
1/19/2016,2016-01-19,2,17,31,39,47,9,,3,2,4,1,1,1,0,2,1,0,0,0,0,0.00,2,1000000.00,29,5000.00,365,500.00,1697,50.00,23763,5.00,38259,5.00,296905,2.00,730190,1.00
1/15/2016,2016-01-15,29,41,53,54,70,12,29,1,4,3,2,0,0,1,0,1,2,1,0,0,0.00,1,1000000.00,20,5000.00,306,500.00,1707,50.00,23741,5.00,39573,5.00,351586,2.00,995072,1.00
1/12/2016,2016-01-12,15,27,29,31,48,15,,4,1,4,1,0,1,2,1,1,0,0,0,0,0.00,0,0.00,44,5000.00,510,500.00,2606,50.00,35632,5.00,56360,5.00,443218,2.00,1112761,1.00
1/8/2016,2016-01-08,11,39,51,57,75,2,57,1,4,5,0,0,1,0,1,0,2,0,1,1,165000000.00,2,1000000.00,53,5000.00,724,500.00,3307,50.00,48970,5.00,77262,5.00,672952,2.00,1813178,1.00
1/5/2016,2016-01-05,1,4,36,48,57,13,,3,2,2,3,2,0,0,1,1,1,0,0,0,0.00,2,1000000.00,32,5000.00,564,500.00,2825,50.00,39881,5.00,68474,5.00,569059,2.00,1474642,1.00
1/1/2016,2016-01-01,7,18,37,38,39,9,,3,2,3,2,1,1,0,3,0,0,0,0,0,0.00,0,0.00,61,5000.00,591,500.00,2701,50.00,35978,5.00,57144,5.00,463017,2.00,1150413,1.00
12/29/2015,2015-12-29,20,25,55,62,74,7,25,2,3,2,3,0,1,1,0,0,1,1,1,0,0.00,1,1000000.00,27,5000.00,370,500.00,1972,50.00,26460,5.00,48568,5.00,435006,2.00,1196806,1.00
12/25/2015,2015-12-25,15,25,29,44,51,4,,3,2,4,1,0,1,2,0,1,1,0,0,0,0.00,0,0.00,28,5000.00,399,500.00,1955,50.00,28034,5.00,44283,5.00,357297,2.00,908898,1.00
12/22/2015,2015-12-22,11,21,40,50,70,15,,2,3,2,3,0,1,1,1,1,0,1,0,0,0.00,2,1000000.00,32,5000.00,336,500.00,1819,50.00,25428,5.00,43084,5.00,362116,2.00,941674,1.00
12/18/2015,2015-12-18,6,23,24,28,62,7,,4,1,1,4,1,0,3,0,0,0,1,0,0,0.00,2,1000000.00,26,5000.00,351,500.00,1921,50.00,24178,5.00,41957,5.00,332821,2.00,34529,1.00
12/15/2015,2015-12-15,18,25,47,51,61,5,,2,3,4,1,0,1,1,0,1,1,1,0,0,0.00,1,1000000.00,20,5000.00,281,500.00,1540,50.00,20945,5.00,36120,5.00,308460,2.00,813170,1.00
12/11/2015,2015-12-11,14,20,43,54,69,5,,2,3,2,3,0,2,0,0,1,1,1,0,0,0.00,2,1000000.00,26,5000.00,294,500.00,1471,50.00,20413,5.00,35148,5.00,309442,2.00,829744,1.00
12/8/2015,2015-12-08,7,17,37,49,73,15,73,3,2,5,0,1,1,0,1,1,0,0,1,0,0.00,1,1000000.00,23,5000.00,318,500.00,1622,50.00,24000,5.00,36191,5.00,305016,2.00,772264,1.00
12/4/2015,2015-12-04,26,42,47,61,73,6,,1,4,3,2,0,0,1,0,2,0,1,1,0,0.00,2,1000000.00,20,5000.00,248,500.00,1301,50.00,18915,5.00,32148,5.00,277772,2.00,781338,1.00
12/1/2015,2015-12-01,5,7,25,50,59,12,59,3,2,4,1,2,0,1,0,1,1,0,0,0,0.00,1,1000000.00,16,5000.00,333,500.00,1623,50.00,23581,5.00,37140,5.00,286686,2.00,698231,1.00
11/27/2015,2015-11-27,16,20,39,56,59,12,,2,3,2,3,0,2,0,1,0,2,0,0,0,0.00,1,1000000.00,17,5000.00,220,500.00,1190,50.00,16727,5.00,27953,5.00,244086,2.00,656309,1.00
11/24/2015,2015-11-24,2,19,30,38,70,8,,3,2,1,4,1,1,1,1,0,0,1,0,0,0.00,1,1000000.00,20,5000.00,249,500.00,1510,50.00,20250,5.00,34028,5.00,275756,2.00,686303,1.00
11/20/2015,2015-11-20,9,12,29,37,67,15,12,4,1,4,1,1,1,1,1,0,0,1,0,0,0.00,1,1000000.00,21,5000.00,264,500.00,1360,50.00,18949,5.00,31686,5.00,249856,2.00,607646,1.00
11/17/2015,2015-11-17,12,14,18,24,61,10,18,4,1,1,4,0,3,1,0,0,0,1,0,0,0.00,1,1000000.00,30,5000.00,379,500.00,1737,50.00,24335,5.00,34642,5.00,269181,2.00,667605,1.00
11/13/2015,2015-11-13,17,18,31,35,59,9,17,4,1,4,1,0,2,0,2,0,1,0,0,1,200000000.00,2,1000000.00,63,5000.00,705,500.00,3888,50.00,53481,5.00,90335,5.00,735794,2.00,1881820,1.00
11/10/2015,2015-11-10,8,17,20,45,71,4,,3,2,3,2,1,2,0,0,1,0,0,1,0,0.00,3,1000000.00,45,5000.00,578,500.00,2909,50.00,41691,5.00,66661,5.00,543938,2.00,1377576,1.00
11/6/2015,2015-11-06,10,31,35,50,72,8,,3,2,2,3,1,0,0,2,1,0,0,1,0,0.00,1,1000000.00,27,5000.00,505,500.00,2484,50.00,35509,5.00,59754,5.00,509675,2.00,1348754,1.00
11/3/2015,2015-11-03,16,29,44,69,74,12,,2,3,2,3,0,1,1,0,1,0,1,1,0,0.00,0,0.00,23,5000.00,360,500.00,1789,50.00,25261,5.00,42939,5.00,372126,2.00,1018861,1.00
10/30/2015,2015-10-30,17,41,51,53,56,15,,1,4,4,1,0,1,0,0,1,3,0,0,0,0.00,1,1000000.00,24,5000.00,403,500.00,2160,50.00,31076,5.00,50168,5.00,429509,2.00,1178497,1.00
10/27/2015,2015-10-27,9,26,27,29,74,4,,4,1,3,2,1,0,3,0,0,0,0,1,0,0.00,0,0.00,37,5000.00,447,500.00,2261,50.00,33638,5.00,51675,5.00,407685,2.00,1027226,1.00
10/23/2015,2015-10-23,25,32,37,45,70,1,25,3,2,3,2,0,0,1,2,1,0,1,0,0,0.00,0,0.00,32,5000.00,375,500.00,1948,50.00,28886,5.00,40554,5.00,359961,2.00,972727,1.00
10/20/2015,2015-10-20,6,25,35,38,52,4,38,3,2,2,3,1,0,1,2,0,1,0,0,0,0.00,0,0.00,28,5000.00,404,500.00,1766,50.00,25604,5.00,40626,5.00,336064,2.00,864527,1.00
10/16/2015,2015-10-16,2,38,48,61,68,4,38,1,4,1,4,1,0,0,1,1,0,2,0,0,0.00,1,1000000.00,19,5000.00,321,500.00,1527,50.00,21127,5.00,35471,5.00,314430,2.00,875397,1.00
10/13/2015,2015-10-13,7,9,24,38,52,1,9,3,2,2,3,2,0,1,1,0,1,0,0,0,0.00,0,0.00,28,5000.00,445,500.00,1665,50.00,28778,5.00,37735,5.00,294068,2.00,728654,1.00
10/9/2015,2015-10-09,8,9,21,63,75,14,63,3,2,4,1,2,0,1,0,0,0,1,1,0,0.00,3,1000000.00,25,5000.00,315,500.00,1605,50.00,23051,5.00,36347,5.00,301413,2.00,763711,1.00
10/6/2015,2015-10-06,17,58,63,64,66,13,,1,4,2,3,0,1,0,0,0,1,3,0,0,0.00,0,0.00,18,5000.00,220,500.00,1083,50.00,15501,5.00,24561,5.00,0,0.00,0,0.00
10/2/2015,2015-10-02,4,14,29,31,47,9,,4,1,3,2,1,1,1,1,1,0,0,0,0,0.00,3,1000000.00,22,5000.00,406,500.00,2040,50.00,27130,5.00,41024,5.00,319930,2.00,787433,1.00
9/29/2015,2015-09-29,8,21,30,61,62,9,8,3,2,2,3,1,0,2,0,0,0,2,0,0,0.00,1,1000000.00,12,5000.00,278,500.00,1411,50.00,19221,5.00,32930,5.00,284868,2.00,746977,1.00
9/25/2015,2015-09-25,3,8,38,51,64,4,"38,51",2,3,2,3,2,0,0,1,0,1,1,0,0,0.00,1,1000000.00,17,5000.00,260,500.00,1385,50.00,20267,5.00,32198,5.00,275488,2.00,712877,1.00
9/22/2015,2015-09-22,28,30,38,45,51,8,51,2,3,2,3,0,0,2,1,1,1,0,0,0,0.00,0,0.00,16,5000.00,239,500.00,1372,50.00,19093,5.00,32341,5.00,263215,2.00,691777,1.00
9/18/2015,2015-09-18,17,34,35,51,65,7,35,3,2,4,1,0,1,0,2,0,1,1,0,0,0.00,3,1000000.00,15,5000.00,270,500.00,1365,50.00,17835,5.00,33256,5.00,294258,2.00,790360,1.00
9/15/2015,2015-09-15,7,20,35,49,56,9,,3,2,3,2,1,1,0,1,1,1,0,0,0,0.00,0,0.00,25,5000.00,266,500.00,1401,50.00,19294,5.00,31965,5.00,264196,2.00,667131,1.00
9/11/2015,2015-09-11,5,11,31,50,67,14,,3,2,4,1,1,1,0,1,1,0,1,0,1,106000000.00,1,1000000.00,18,5000.00,326,500.00,1718,50.00,25345,5.00,38965,5.00,318833,2.00,812025,1.00
9/8/2015,2015-09-08,19,20,36,41,46,7,,3,2,2,3,0,2,0,1,2,0,0,0,0,0.00,1,1000000.00,26,5000.00,378,500.00,1849,50.00,23579,5.00,43818,5.00,359198,2.00,912608,1.00
9/4/2015,2015-09-04,17,21,39,52,57,5,,2,3,4,1,0,1,1,1,0,2,0,0,0,0.00,1,1000000.00,18,5000.00,349,500.00,1766,50.00,24791,5.00,41043,5.00,344608,2.00,895983,1.00
9/1/2015,2015-09-01,2,5,35,40,54,13,"35,40",3,2,2,3,2,0,0,2,0,1,0,0,0,0.00,0,0.00,17,5000.00,302,500.00,1448,50.00,20100,5.00,34503,5.00,278210,2.00,704011,1.00
8/28/2015,2015-08-28,13,35,40,60,68,9,,2,3,2,3,0,1,0,2,0,1,1,0,0,0.00,1,1000000.00,22,5000.00,286,500.00,1396,50.00,19444,5.00,33217,5.00,296330,2.00,837733,1.00
8/25/2015,2015-08-25,5,44,54,59,63,1,,1,4,3,2,1,0,0,0,1,2,1,0,0,0.00,0,0.00,10,5000.00,268,500.00,1167,50.00,18715,5.00,28925,5.00,257070,2.00,701262,1.00
8/21/2015,2015-08-21,13,15,21,41,72,1,,3,2,4,1,0,2,1,0,1,0,0,1,0,0.00,1,1000000.00,22,5000.00,307,500.00,1358,50.00,21743,5.00,32208,5.00,264548,2.00,689552,1.00
8/18/2015,2015-08-18,2,7,33,39,53,9,,3,2,4,1,2,0,0,2,0,1,0,0,0,0.00,1,1000000.00,24,5000.00,297,500.00,1698,50.00,21958,5.00,36821,5.00,288773,2.00,707586,1.00
8/14/2015,2015-08-14,12,15,20,52,71,3,,3,2,2,3,0,3,0,0,0,1,0,1,0,0.00,0,0.00,21,5000.00,283,500.00,1469,50.00,20838,5.00,35194,5.00,289411,2.00,733572,1.00
8/11/2015,2015-08-11,3,8,29,57,68,8,,3,2,3,2,2,0,1,0,0,1,1,0,0,0.00,0,0.00,15,5000.00,230,500.00,1492,50.00,19965,5.00,35394,5.00,278252,2.00,681816,1.00
8/7/2015,2015-08-07,1,38,53,63,66,10,,1,4,3,2,1,0,0,1,0,1,2,0,0,0.00,2,1000000.00,13,5000.00,200,500.00,1014,50.00,13805,5.00,23420,5.00,216133,2.00,613656,1.00
8/4/2015,2015-08-04,2,19,44,51,57,14,,2,3,3,2,1,1,0,0,1,2,0,0,0,0.00,3,1000000.00,64,5000.00,236,500.00,1376,50.00,18195,5.00,28639,5.00,239413,2.00,613399,1.00
7/31/2015,2015-07-31,28,32,33,40,46,10,,3,2,1,4,0,0,1,3,1,0,0,0,1,25000000.00,1,1000000.00,19,5000.00,313,500.00,1420,50.00,19749,5.00,32934,5.00,275837,2.00,730777,1.00
7/28/2015,2015-07-28,8,35,61,68,75,15,,2,3,3,2,1,0,0,1,0,0,2,1,0,0.00,0,0.00,31,5000.00,217,500.00,1132,50.00,15692,5.00,27404,5.00,255054,2.00,714982,1.00
7/24/2015,2015-07-24,10,12,26,60,62,13,62,3,2,0,5,1,1,1,0,0,1,1,0,0,0.00,1,1000000.00,18,5000.00,277,500.00,1470,50.00,20626,5.00,35012,5.00,287881,2.00,737360,1.00
7/21/2015,2015-07-21,20,30,62,65,74,1,30,2,3,1,4,0,1,1,0,0,0,2,1,1,152000000.00,2,1000000.00,25,5000.00,444,500.00,2265,50.00,32358,5.00,53330,5.00,459930,2.00,1261848,1.00
7/17/2015,2015-07-17,6,17,30,31,41,15,30,4,1,3,2,1,1,1,1,1,0,0,0,0,0.00,1,1000000.00,41,5000.00,603,500.00,2961,50.00,42073,5.00,64755,5.00,509453,2.00,1266175,1.00
7/14/2015,2015-07-14,19,24,30,35,72,5,24,4,1,2,3,0,1,2,1,0,0,0,1,0,0.00,2,1000000.00,27,5000.00,448,500.00,2422,50.00,33978,5.00,57388,5.00,472837,2.00,1194887,1.00
7/10/2015,2015-07-10,24,27,45,51,54,8,,2,3,3,2,0,0,2,0,1,2,0,0,0,0.00,2,1000000.00,35,5000.00,499,500.00,2279,50.00,32040,5.00,51479,5.00,434416,2.00,1148239,1.00
7/7/2015,2015-07-07,6,15,16,28,49,14,,4,1,2,3,1,2,1,0,1,0,0,0,0,0.00,1,1000000.00,26,5000.00,480,500.00,2083,50.00,32799,5.00,43611,5.00,352720,2.00,890967,1.00
7/3/2015,2015-07-03,33,50,64,71,72,9,50,1,4,2,3,0,0,0,1,1,0,1,2,0,0.00,1,1000000.00,19,5000.00,307,500.00,1611,50.00,22073,5.00,37605,5.00,333521,2.00,1001079,1.00
6/30/2015,2015-06-30,11,17,34,43,50,15,50,3,2,3,2,0,2,0,1,2,0,0,0,0,0.00,1,1000000.00,28,5000.00,389,500.00,1923,50.00,26471,5.00,42162,5.00,342774,2.00,868843,1.00
6/26/2015,2015-06-26,12,23,33,47,50,3,,3,2,3,2,0,1,1,1,2,0,0,0,0,0.00,1,1000000.00,28,5000.00,358,500.00,1884,50.00,25909,5.00,42818,5.00,339542,2.00,848869,1.00
6/23/2015,2015-06-23,6,13,38,56,70,2,,2,3,1,4,1,1,0,1,0,1,1,0,0,0.00,1,1000000.00,21,5000.00,314,500.00,1388,50.00,20506,5.00,32831,5.00,284324,2.00,751348,1.00
6/19/2015,2015-06-19,4,35,36,52,68,8,,3,2,1,4,1,0,0,2,0,1,1,0,0,0.00,0,0.00,35,5000.00,736,500.00,1455,50.00,19947,5.00,34087,5.00,302987,2.00,806186,1.00
6/16/2015,2015-06-16,8,19,26,56,67,14,56,3,2,2,3,1,1,1,0,0,1,1,0,0,0.00,0,0.00,23,5000.00,307,500.00,1458,50.00,22402,5.00,33343,5.00,270951,2.00,686203,1.00
6/12/2015,2015-06-12,1,40,42,56,62,2,,1,4,1,4,1,0,0,1,1,1,1,0,0,0.00,2,1000000.00,12,5000.00,220,500.00,1244,50.00,17737,5.00,29042,5.00,259520,2.00,716206,1.00
6/9/2015,2015-06-09,6,16,17,25,36,7,,5,0,2,3,1,2,1,1,0,0,0,0,0,0.00,1,1000000.00,33,5000.00,496,500.00,2506,50.00,29068,5.00,46911,5.00,336781,2.00,767578,1.00
6/5/2015,2015-06-05,7,22,27,41,49,10,22,3,2,4,1,1,0,2,0,2,0,0,0,0,0.00,1,1000000.00,29,5000.00,421,500.00,1845,50.00,26470,5.00,40021,5.00,315638,2.00,776779,1.00
6/2/2015,2015-06-02,2,9,11,22,23,12,,5,0,3,2,2,1,2,0,0,0,0,0,1,260000000.00,14,1000000.00,178,5000.00,2595,500.00,7685,50.00,106791,5.00,124480,5.00,883691,2.00,2161301,1.00
5/29/2015,2015-05-29,20,27,38,49,66,2,,2,3,2,3,0,1,1,1,1,0,1,0,0,0.00,2,1000000.00,61,5000.00,765,500.00,3684,50.00,54838,5.00,87162,5.00,742799,2.00,1964819,1.00
5/26/2015,2015-05-26,1,39,52,69,72,12,,1,4,3,2,1,0,0,1,0,1,1,1,0,0.00,2,1000000.00,47,5000.00,606,500.00,2934,50.00,42013,5.00,68771,5.00,608276,2.00,1675643,1.00
5/22/2015,2015-05-22,3,14,15,25,48,8,,4,1,3,2,1,2,1,0,1,0,0,0,0,0.00,2,1000000.00,70,5000.00,810,500.00,4055,50.00,55404,5.00,84881,5.00,666307,2.00,1663552,1.00
5/19/2015,2015-05-19,10,12,21,29,65,10,21,4,1,3,2,1,1,2,0,0,0,1,0,0,0.00,1,1000000.00,40,5000.00,760,500.00,3713,50.00,49710,5.00,76496,5.00,585490,2.00,1445079,1.00
5/15/2015,2015-05-15,11,17,21,36,74,15,36,4,1,3,2,0,2,1,1,0,0,0,1,0,0.00,2,1000000.00,47,5000.00,588,500.00,3183,50.00,44176,5.00,68533,5.00,550416,2.00,1398179,1.00
5/12/2015,2015-05-12,14,30,33,36,44,2,,4,1,1,4,0,1,1,2,1,0,0,0,0,0.00,2,1000000.00,33,5000.00,594,500.00,2414,50.00,36831,5.00,54776,5.00,453793,2.00,1189432,1.00
5/8/2015,2015-05-08,9,21,25,66,72,7,21,3,2,3,2,1,0,2,0,0,0,1,1,0,0.00,2,1000000.00,21,5000.00,414,500.00,2457,50.00,32497,5.00,60606,5.00,511721,2.00,1301315,1.00
5/5/2015,2015-05-05,11,21,42,62,71,7,,2,3,3,2,0,1,1,0,1,0,1,1,0,0.00,1,1000000.00,37,5000.00,393,500.00,2301,50.00,29185,5.00,56167,5.00,463726,2.00,1214605,1.00
5/1/2015,2015-05-01,17,18,61,66,74,3,,2,3,2,3,0,2,0,0,0,0,2,1,0,0.00,1,1000000.00,25,5000.00,354,500.00,1740,50.00,24065,5.00,42006,5.00,380682,2.00,1045772,1.00
